training,model,lang,class,variant,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
augmented_training,mbert,amh,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,amh,anger,model,0.4237827106016452,0.0031500562121730452,0.7445589919816724,0.014409788803446826,0.5400772796842573,0.0016118263408296382
augmented_training,mbert,amh,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,amh,disgust,model,0.38322031376079563,0.026807334623476838,0.8370488322717623,0.16165623081173,0.5201882316075634,0.01283568967627164
augmented_training,mbert,amh,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,amh,fear,model,0.037609153600917496,0.006564446770758567,0.37654320987654316,0.3885948329762257,0.060246607042638144,0.006912488339281044
augmented_training,mbert,amh,joy,majority_baseline,0.1555806087936866,0.0,1.0,0.0,0.26926829268292685,0.0
augmented_training,mbert,amh,joy,model,0.17309929119600417,0.004429271816039285,0.7681159420289855,0.19284758524885892,0.2800695905471038,0.010676158177406105
augmented_training,mbert,amh,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,amh,sadness,model,0.21108869643223013,0.0017002306990619564,0.812206572769953,0.09403276528371415,0.3345097512624606,0.006943177325810974
augmented_training,mbert,amh,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,amh,surprise,model,0.062111059165757626,0.03574607601862433,0.0934959349593496,0.08989164385160968,0.0636301004208399,0.032803093594742386
augmented_training,mbert,swa,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,anger,model,0.21362511502101508,0.06013765744362725,0.31422505307855625,0.08409894828169155,0.24714474980026702,0.055441948175552036
augmented_training,mbert,swa,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,disgust,model,0.1631951500372553,0.01776426289559471,0.19559228650137742,0.033400428796094055,0.17779701329155417,0.024454914344408038
augmented_training,mbert,swa,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,fear,model,0.05555555555555555,0.09622504486493762,0.0070921985815602835,0.012284048280630335,0.012578616352201257,0.021786802610929273
augmented_training,mbert,swa,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,joy,model,0.3387544821401783,0.018824120214361705,0.5555555555555555,0.05998493800431886,0.4191471167611112,0.003945855561738084
augmented_training,mbert,swa,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,sadness,model,0.1715435652695576,0.015563513399418917,0.29479768786127164,0.17234741636850373,0.20198871295943868,0.03458825264115107
augmented_training,mbert,swa,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,mbert,swa,surprise,model,0.2888350894190259,0.015493235174535989,0.5106117353308365,0.06381711819791289,0.3677758342706796,0.01743984438522465
augmented_training,xlm-roberta,afr,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,afr,anger,model,0.46537966537966535,0.12320192486598333,0.2610441767068273,0.013912054679268104,0.3288845315904139,0.025431070470313785
augmented_training,xlm-roberta,afr,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,afr,disgust,model,0.6984126984126985,0.287033989206748,0.056338028169014086,0.05078241233047873,0.09915731301273471,0.08471404100403412
augmented_training,xlm-roberta,afr,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,afr,fear,model,0.44753061389992704,0.006935166820216874,0.3949579831932773,0.09544383774454243,0.41528994915070866,0.05847289947556279
augmented_training,xlm-roberta,afr,joy,majority_baseline,0.37089201877934275,0.0,1.0,0.0,0.541095890410959,0.0
augmented_training,xlm-roberta,afr,joy,model,0.6323382578086151,0.055234740794457636,0.7670886075949367,0.05231386916397935,0.6907345656463892,0.017832283188040827
augmented_training,xlm-roberta,afr,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,afr,sadness,model,0.6075661375661375,0.03752762762694923,0.5857988165680473,0.09109351667657194,0.5917560092168682,0.032860507021343396
augmented_training,xlm-roberta,afr,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,afr,surprise,model,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,anger,model,0.5599193886392859,0.00920801093838338,0.8006872852233676,0.017182130584192434,0.6589530392504697,0.010161514649035738
augmented_training,xlm-roberta,amh,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,disgust,model,0.6759958386582193,0.04024976814975301,0.7776008492569001,0.05334592955096493,0.7213638639256067,0.00789965080434489
augmented_training,xlm-roberta,amh,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,fear,model,0.4428411095077762,0.07397575249973318,0.43209876543209874,0.028287504289850874,0.433641975308642,0.02187877604746576
augmented_training,xlm-roberta,amh,joy,majority_baseline,0.1555806087936866,0.0,1.0,0.0,0.26926829268292685,0.0
augmented_training,xlm-roberta,amh,joy,model,0.674763357178962,0.03322507413581973,0.7403381642512077,0.02950915875089521,0.7051455259613614,0.009170954808504406
augmented_training,xlm-roberta,amh,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,sadness,model,0.7066071428571429,0.022093118099239348,0.676056338028169,0.015683843275577505,0.6906855791962174,0.006119598936118571
augmented_training,xlm-roberta,amh,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,amh,surprise,model,0.6097186700767264,0.011013044306800569,0.6666666666666666,0.030690383883214406,0.6367036042856815,0.016674866411402627
augmented_training,xlm-roberta,swa,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,anger,model,0.22294164379604217,0.042138329726150406,0.3248407643312102,0.06740767671502143,0.2582084765344539,0.010609757752912664
augmented_training,xlm-roberta,swa,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,disgust,model,0.1739458851545532,0.05942933218235179,0.26721763085399447,0.029023839539539225,0.206353162584763,0.040516349789635246
augmented_training,xlm-roberta,swa,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,fear,model,0.07393704486727742,0.025137884338530057,0.04964539007092198,0.03250053684365844,0.0580708081014266,0.02998925937352808
augmented_training,xlm-roberta,swa,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,joy,model,0.39515688238434743,0.030295576697922884,0.5840840840840841,0.1213989731573403,0.46597446850241603,0.02577439613427853
augmented_training,xlm-roberta,swa,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,sadness,model,0.2897735155485726,0.05802163624494774,0.3198458574181118,0.08696172713985942,0.2928998257794606,0.016334789849715453
augmented_training,xlm-roberta,swa,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
augmented_training,xlm-roberta,swa,surprise,model,0.3183880121034063,0.028201560276616234,0.46816479400749067,0.03963672376126729,0.3788497699963092,0.03148283335283295
baseline,afro-xlmr,afr,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,afr,anger,model,0.5411429529076588,0.013276555937883948,0.285140562248996,0.06182652336682992,0.37104404083570747,0.05618156596605477
baseline,afro-xlmr,afr,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,afr,disgust,model,0.6349924585218703,0.21744580743215808,0.13615023474178403,0.032526775728993,0.22366522366522368,0.05623888704499023
baseline,afro-xlmr,afr,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,afr,fear,model,0.3900799477891989,0.038083937324576815,0.5602240896358543,0.09445218655511127,0.4547492194962981,0.005245473067759628
baseline,afro-xlmr,afr,joy,majority_baseline,0.37089201877934275,0.0,1.0,0.0,0.541095890410959,0.0
baseline,afro-xlmr,afr,joy,model,0.6276007479014998,0.053445729220701066,0.8168776371308017,0.04963144625327468,0.7073664027674186,0.014717493723887275
baseline,afro-xlmr,afr,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,afr,sadness,model,0.5960188198990937,0.018693955313219622,0.6982248520710059,0.025792301441069077,0.6430116218997726,0.02021535621482876
baseline,afro-xlmr,afr,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,afr,surprise,model,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,anger,model,0.5766297497632334,0.008794743901298118,0.7806414662084765,0.0723352052571657,0.6620524087289309,0.02241585964854743
baseline,afro-xlmr,amh,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,disgust,model,0.6552402475281388,0.03633095943462064,0.8540339702760086,0.031135901010748333,0.740525955196584,0.012036627221480387
baseline,afro-xlmr,amh,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,fear,model,0.47772505446417773,0.07305572010335362,0.5246913580246914,0.046603916267103404,0.4973282679048825,0.046029020013683176
baseline,afro-xlmr,amh,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,joy,model,0.7976039191139633,0.04501077802761121,0.6956521739130435,0.03568426739781196,0.7417721203599118,0.00964329806735877
baseline,afro-xlmr,amh,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,sadness,model,0.7230894382838727,0.01478614769533954,0.6976525821596243,0.04312098592753065,0.7095861831145934,0.02149406299168897
baseline,afro-xlmr,amh,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,amh,surprise,model,0.6292520744171396,0.027756547806285937,0.6910569105691057,0.04928599858935828,0.6573781291172596,0.01307654078786399
baseline,afro-xlmr,swa,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,anger,model,0.2304984616300246,0.011420524642706535,0.39915074309978765,0.0577947243686463,0.2916532600575154,0.023204715691629827
baseline,afro-xlmr,swa,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,disgust,model,0.19025902379196694,0.02590397724835488,0.2534435261707989,0.06881540494102918,0.21166355403643541,0.007177309088274593
baseline,afro-xlmr,swa,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,fear,model,0.08363255257266532,0.01873598848017644,0.14184397163120568,0.06500107368731688,0.09841633699362838,0.008411138065137791
baseline,afro-xlmr,swa,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,joy,model,0.4538329977926414,0.04917970128333747,0.6276276276276276,0.07555402778023494,0.5229304656643369,0.027805396351969724
baseline,afro-xlmr,swa,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,sadness,model,0.2597228466627849,0.022998358397319438,0.4624277456647399,0.03218360903369953,0.3319382424575594,0.01939678587355035
baseline,afro-xlmr,swa,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,afro-xlmr,swa,surprise,model,0.34784160804398767,0.02620995174960165,0.6117353308364545,0.07531101688816817,0.4409240508147356,0.010877627678377542
baseline,mbert,afr,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,afr,anger,model,0.21775856449316386,0.05287133895282619,0.248995983935743,0.14524611502028212,0.22616671665071286,0.09583622701050426
baseline,mbert,afr,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,afr,disgust,model,0.28347702849928835,0.11472695239660337,0.29107981220657275,0.045275355685412945,0.27296224796224794,0.027997387315577913
baseline,mbert,afr,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,afr,fear,model,0.3267767946339375,0.0416830317543241,0.41456582633053224,0.08074809694901722,0.3596033538301371,0.021833720228073058
baseline,mbert,afr,joy,majority_baseline,0.37089201877934275,0.0,1.0,0.0,0.541095890410959,0.0
baseline,mbert,afr,joy,model,0.455753713498752,0.027330493533786804,0.8565400843881856,0.053485069628661,0.5942201220885045,0.02660773076116557
baseline,mbert,afr,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,afr,sadness,model,0.43271753138898345,0.011342596200977342,0.6134122287968442,0.132355811201638,0.502533926962232,0.044642574767810694
baseline,mbert,afr,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,afr,surprise,model,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,anger,model,0.42546689266378196,0.007998904480482748,0.7457044673539519,0.040624022053391357,0.541361677540135,0.003932181749058748
baseline,mbert,amh,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,disgust,model,0.3626123022431773,0.007663613329961745,0.9580679405520169,0.03701444452571368,0.5258565008173264,0.0026545431412149
baseline,mbert,amh,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,fear,model,0.032782296031021216,0.004101299802923537,0.5555555555555556,0.30932024237944566,0.060332109221641415,0.00449089254317804
baseline,mbert,amh,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,joy,model,0.15947561016305165,0.005771709488633703,0.9504830917874396,0.056285894675029216,0.2729178584419103,0.006006641259996491
baseline,mbert,amh,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,sadness,model,0.211190001794061,0.0019059158548564907,0.9136150234741783,0.01917425150860292,0.3430452512795609,0.0014150297893467975
baseline,mbert,amh,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,amh,surprise,model,0.06065772376440729,0.013884114117910044,0.43089430894308944,0.4942160000340629,0.08973846200467288,0.0015079942246200224
baseline,mbert,swa,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,anger,model,0.1858752532453488,0.0316768661678736,0.39915074309978765,0.1251934011703233,0.2455328720744423,0.008744553799532368
baseline,mbert,swa,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,disgust,model,0.11652922960750652,0.01083907584961197,0.35537190082644626,0.16508251533419982,0.1689283485164068,0.009832225319460123
baseline,mbert,swa,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,fear,model,0.03708473556715278,0.003683582134109533,0.28368794326241137,0.17843610816183153,0.0634509363619352,0.0016257497837653663
baseline,mbert,swa,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,joy,model,0.34285389490746954,0.03232377096191709,0.5870870870870871,0.0537403308353552,0.43082179089334066,0.016444925437704108
baseline,mbert,swa,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,sadness,model,0.1651527129448376,0.02921329488903217,0.40655105973025046,0.25599389102493064,0.21574966916032542,0.009596286591245583
baseline,mbert,swa,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,mbert,swa,surprise,model,0.2748673887188842,0.04239230191824557,0.6591760299625468,0.10140064697139241,0.38271213231468576,0.022112318564585953
baseline,xlm-roberta,afr,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,afr,anger,model,0.42594954648526073,0.1374871965348609,0.3614457831325301,0.24066246211371298,0.33186016310840993,0.04337181813360438
baseline,xlm-roberta,afr,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,afr,disgust,model,0.4695459579180509,0.12004271329044323,0.20187793427230047,0.17945084369592856,0.2340801196543386,0.11922883911737872
baseline,xlm-roberta,afr,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,afr,fear,model,0.35392423155070657,0.042706224618349865,0.5210084033613446,0.08893281717864171,0.4156611196067949,0.006340504017706307
baseline,xlm-roberta,afr,joy,majority_baseline,0.37089201877934275,0.0,1.0,0.0,0.541095890410959,0.0
baseline,xlm-roberta,afr,joy,model,0.5764606736692123,0.046941202921934926,0.7999999999999999,0.01825595582513416,0.6696773864162351,0.03800364241892119
baseline,xlm-roberta,afr,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,afr,sadness,model,0.5647171612436018,0.1038684399662168,0.6429980276134123,0.06650775266306654,0.5947955742328077,0.04807499375918708
baseline,xlm-roberta,afr,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,afr,surprise,model,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,anger,model,0.5510979593936705,0.02513764254574422,0.8190148911798397,0.04001383384812958,0.6579398522972134,0.007399181402837023
baseline,xlm-roberta,amh,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,disgust,model,0.6633304322599362,0.005778527498416596,0.7977707006369427,0.025626555636036743,0.7242247776145653,0.010816017263785279
baseline,xlm-roberta,amh,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,fear,model,0.5380134680134679,0.16015056217311313,0.4197530864197531,0.0650348997089675,0.4692801907087621,0.09784064122876229
baseline,xlm-roberta,amh,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,joy,model,0.749970112517581,0.06862243982837246,0.6739130434782609,0.028758166424615136,0.7079275566075762,0.02024346980489419
baseline,xlm-roberta,amh,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,sadness,model,0.7166846249361402,0.025172746962427536,0.676056338028169,0.015683843275577505,0.6953851087093654,0.0037491755926628754
baseline,xlm-roberta,amh,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,amh,surprise,model,0.6079619170814902,0.07346723178814774,0.6544715447154471,0.05763189788112936,0.628403991695131,0.04936024891322748
baseline,xlm-roberta,swa,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,anger,model,0.1713252875547748,0.013603243911166357,0.5265392781316348,0.0204748423800275,0.25826498326157693,0.015584836807710356
baseline,xlm-roberta,swa,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,disgust,model,0.13991657977059438,0.009165388425202573,0.3443526170798898,0.033400428796094055,0.19844302901627742,0.008059499956204651
baseline,xlm-roberta,swa,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,fear,model,0.0561900610287707,0.007490086439242204,0.07801418439716312,0.012284048280630337,0.06519498808244102,0.008696495840771673
baseline,xlm-roberta,swa,joy,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,joy,model,0.4372838520883214,0.01596290810989563,0.575075075075075,0.08853767560243582,0.4939465021014244,0.02091177830824071
baseline,xlm-roberta,swa,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,sadness,model,0.23810948426480752,0.03475234596818848,0.3468208092485549,0.10160922445807483,0.2745803375940363,0.015145042184291198
baseline,xlm-roberta,swa,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
baseline,xlm-roberta,swa,surprise,model,0.29953700191124455,0.007463530451918294,0.5880149812734082,0.06996832094482923,0.39569938957006395,0.009628810682184918
combined_training,afro-xlmr,afr,anger,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
combined_training,afro-xlmr,afr,anger,model,0.5963128825197791,0.05635229138361072,0.25702811244979923,0.04869219137743833,0.35692281049614555,0.046299486580334746
combined_training,afro-xlmr,afr,disgust,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
combined_training,afro-xlmr,afr,disgust,model,0.557142857142857,0.051507875363771265,0.05164319248826291,0.035445232090473004,0.09270317032874109,0.060976411168690646
combined_training,afro-xlmr,afr,fear,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
combined_training,afro-xlmr,afr,fear,model,0.47094847316576804,0.015601347863664992,0.4677871148459383,0.012836346484470148,0.4691250449155588,0.006106950349971629
combined_training,afro-xlmr,afr,joy,majority_baseline,0.37089201877934275,0.0,1.0,0.0,0.541095890410959,0.0
combined_training,afro-xlmr,afr,joy,model,0.6858417640836475,0.023227058044225275,0.7468354430379747,0.015399398810881523,0.7146867297962803,0.005887798665976019
combined_training,afro-xlmr,afr,sadness,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
combined_training,afro-xlmr,afr,sadness,model,0.6423607932875668,0.02093060511584375,0.6173570019723865,0.024635100585397977,0.6290822811905185,0.004742455315271318
combined_training,afro-xlmr,afr,surprise,majority_baseline,0.0,0.0,0.0,0.0,0.0,0.0
